artistName,trackName,month,minutes
AJR,3 O'Clock Things,2021-04-01,3.8
AJR,My Play,2021-04-01,3.17
AJR,OK Overture,2021-04-01,4.53
AJR,Bummerland,2021-04-01,3.15
AJR,3 O'Clock Things,2021-04-01,3.81
AJR,My Play,2021-04-01,0.48
AJR,OK Overture,2021-04-01,4.53
AJR,Bummerland,2021-04-01,3.15
AJR,3 O'Clock Things,2021-04-01,3.8
AJR,My Play,2021-04-01,3.17
AJR,Joe,2021-04-01,3.54
AJR,Adventure Is Out There,2021-04-01,0.71
AJR,Adventure Is Out There,2021-04-01,0
AJR,OK Overture,2021-04-01,5.12
AJR,Bummerland,2021-04-01,3.15
AJR,3 O'Clock Things,2021-04-01,3.8
AJR,My Play,2021-04-01,3.16
AJR,Joe,2021-04-01,3.54
AJR,Adventure Is Out There,2021-04-01,3.52
AJR,Bang!,2021-04-01,2.83
AJR,The Trick,2021-04-01,2.83
AJR,Ordinaryish People (feat. Blue Man Group),2021-04-01,3.67
AJR,Humpty Dumpty,2021-04-01,3.62
AJR,World's Smallest Violin,2021-04-01,3
AJR,Way Less Sad,2021-04-01,3.43
AJR,Christmas in June,2021-04-01,4.65
Alameda,Silver Hands,2021-04-01,3.1
Alameda,Swollen Light,2021-04-01,3.42
Alameda,New Leaf,2021-04-01,1.69
Weezer,All My Favorite Songs,2021-04-01,3.38
Weezer,Aloo Gobi,2021-04-01,3.06
Weezer,Grapes Of Wrath,2021-04-01,2.83
Weezer,Numbers,2021-04-01,3.33
Weezer,Playing My Piano,2021-04-01,2.6
Weezer,Mirror Image,2021-04-01,1.28
Weezer,Screens,2021-05-01,1.56
AJR,OK Overture,2021-05-01,4.53
AJR,Bummerland,2021-05-01,3.15
AJR,3 O'Clock Things,2021-05-01,3.81
AJR,My Play,2021-05-01,3.16
Weezer,All My Favorite Songs,2021-05-01,3.38
Weezer,Aloo Gobi,2021-05-01,3.06
Weezer,Grapes Of Wrath,2021-05-01,2.83
Weezer,Numbers,2021-05-01,3.33
Weezer,Playing My Piano,2021-05-01,2.6
Weezer,Mirror Image,2021-05-01,1.28
Weezer,Screens,2021-05-01,2.2
Weezer,Bird With A Broken Wing,2021-05-01,3.85
Weezer,Dead Roses,2021-05-01,2.28
Weezer,Everything Happens For A Reason,2021-05-01,0.39
Weezer,Here Comes The Rain,2021-05-01,2.45
Weezer,La Brea Tar Pits,2021-05-01,2.83
Alameda,Silver Hands,2021-05-01,3.1
Alameda,Swollen Light,2021-05-01,3.42
Alameda,New Leaf,2021-05-01,2.96
Alameda,Before This War,2021-05-01,3.16
Alameda,Summer Dharma (Ode to Jack Spicer),2021-05-01,3.39
Alameda,Time of Transference,2021-05-01,0.59
Motion City Soundtrack,Worker Bee,2021-05-01,2.41
Motion City Soundtrack,A Life Less Ordinary (Need a Little Help),2021-05-01,3.4
Motion City Soundtrack,Her Words Destroyed My Planet,2021-05-01,3.62
Motion City Soundtrack,Disappear,2021-05-01,3.21
Motion City Soundtrack,Delirium,2021-05-01,2.97
Taylor Swift,the 1,2021-05-01,3.5
Taylor Swift,cardigan,2021-05-01,3.99
Taylor Swift,the last great american dynasty,2021-05-01,3.83
Taylor Swift,exile (feat. Bon Iver),2021-05-01,4.76
Taylor Swift,my tears ricochet,2021-05-01,4.26
Taylor Swift,mirrorball,2021-05-01,1.26
AJR,OK Overture,2021-05-01,4.53
AJR,Bummerland,2021-05-01,3.15
AJR,3 O'Clock Things,2021-05-01,3.8
AJR,My Play,2021-05-01,3.17
Weezer,All My Favorite Songs,2021-05-01,3.38
Weezer,Aloo Gobi,2021-05-01,3.06
Weezer,Grapes Of Wrath,2021-05-01,2.83
Weezer,Numbers,2021-05-01,3.33
Weezer,Playing My Piano,2021-05-01,2.6
Weezer,Mirror Image,2021-05-01,1.28
Weezer,Screens,2021-05-01,2.2
Weezer,Bird With A Broken Wing,2021-05-01,3.85
Weezer,Dead Roses,2021-05-01,2.28
Taylor Swift,the 1,2021-05-01,3.5
Taylor Swift,cardigan,2021-05-01,3.99
Taylor Swift,the last great american dynasty,2021-05-01,3.85
Taylor Swift,exile (feat. Bon Iver),2021-05-01,3.59
Taylor Swift,exile (feat. Bon Iver),2021-05-01,1.18
Taylor Swift,my tears ricochet,2021-05-01,4.26
Taylor Swift,mirrorball,2021-05-01,3.48
Taylor Swift,seven,2021-05-01,3.48
Taylor Swift,august,2021-05-01,4.36
Taylor Swift,this is me trying,2021-05-01,3.25
Taylor Swift,illicit affairs,2021-05-01,3.18
Taylor Swift,invisible string,2021-05-01,4.21
Taylor Swift,mad woman,2021-05-01,3.97
Taylor Swift,epiphany,2021-05-01,4.83
Taylor Swift,betty,2021-05-01,4.91
Taylor Swift,peace,2021-05-01,3.9
Taylor Swift,hoax,2021-05-01,3.67
Alameda,Silver Hands,2021-05-01,3.11
Alameda,Swollen Light,2021-05-01,1.94
Gregory Alan Isakov,That Moon Song,2021-05-01,3.57
Jack Johnson,Taylor,2021-05-01,3.99
Longfellow,Elastic Heart,2021-05-01,4.28
Laura Doggett,Beautiful Undone,2021-05-01,3.39
Donovan Woods,I Ain't Ever Loved No One - Acoustic,2021-05-01,2.07
Gregory Alan Isakov,That Moon Song,2021-05-01,0.1
Donovan Woods,I Ain't Ever Loved No One - Acoustic,2021-05-01,0.03
Jack Johnson,Taylor,2021-05-01,0.01
Laura Doggett,Beautiful Undone,2021-05-01,0.04
Longfellow,Elastic Heart,2021-05-01,0.01
Donovan Woods,"Portland, Maine",2021-05-01,3.4
Iron & Wine,Call It Dreaming,2021-05-01,3.87
Dermot Kennedy,After Rain,2021-05-01,3.38
